employee_id,name_mask,gender,birth_year,hire_date,leave_date,leave_type,leave_reason_code,current_dept_id,current_level_code,is_key_talent,probation_end,status_end
E00144,何荣*,男,1985,2024-06-08,,,,D01,L6,0,2024-09-06,active
E00145,卫月凤,女,1994,2017-11-18,,,,D04,L7,0,2018-02-16,active
E00146,韩燕惠,女,1990,2020-04-25,,,,D06,L1,0,2020-07-24,active
E00147,曹洁英,女,1990,2022-02-05,,,,D02,L1,0,2022-05-06,active
E00148,邹娥娥,女,1993,2019-12-26,2025-08-05,vol,R05,D01,L3,0,2020-03-25,left
E00149,陶杰秀,男,1987,2021-03-12,,,,D01,L1,0,2021-06-10,active
E00150,尤菊*,女,1989,2017-10-03,2025-09-28,vol,R02,D01,L5,0,2018-01-01,left
E00151,曹凡*,女,1987,2023-12-19,,,,D07,L1,0,2024-06-16,active
E00152,尤月欣,男,1981,2023-08-05,,,,D03,L3,0,2024-02-01,active
E00153,赵凤静,男,1986,2018-08-03,,,,D01,L4,0,2018-11-01,active
E00154,陶菊伟,男,1993,2018-10-31,2025-04-03,vol,R01,D01,L2,0,2019-04-29,left
E00155,王莺*,男,1989,2019-08-06,,,,D03,L3,0,2019-11-04,active
E00156,韩翠艳,女,1988,2018-02-18,,,,D01,L3,0,2018-05-19,active
E00157,吴欣*,女,1982,2021-01-02,,,,D06,L4,1,2021-07-01,active
E00158,褚菊霞,女,1996,2021-05-31,2025-12-20,invol,R06,D01,L5,1,2021-08-29,left
E00159,喻莺彩,女,1992,2021-03-29,,,,D06,L1,0,2021-06-27,active
E00160,李军媛,女,1987,2018-12-20,,,,D01,L1,0,2019-03-20,active
E00161,孔云*,女,1992,2019-06-01,2025-11-16,invol,R06,D12,L7,0,2019-11-28,left
E00162,韩伟燕,男,1992,2018-07-09,,,,D03,L3,0,2018-10-07,active
E00163,王静荣,女,1991,2022-07-26,,,,D05,L1,0,2022-10-24,active
E00164,李玉环,男,1982,2018-03-16,,,,D03,L1,0,2018-06-14,active
E00165,何芝*,男,1984,2019-08-13,,,,D01,L5,0,2019-11-11,active
E00166,华凡*,女,1993,2023-07-08,,,,D02,L3,0,2023-10-06,active
E00167,韩燕英,男,1994,2022-11-21,,,,D08,L2,0,2023-02-19,active
E00168,吴香艳,女,1989,2021-05-25,,,,D04,L1,0,2021-08-23,active
E00169,喻珠*,女,2002,2024-11-05,,,,D11,L1,0,2025-02-03,active
E00170,陶玉惠,男,1994,2017-06-27,,,,D03,L1,0,2017-09-25,active
E00171,郑媛春,男,1998,2023-05-07,,,,D11,L1,0,2023-08-05,active
E00172,严芳*,女,1993,2022-08-18,,,,D02,L4,0,2022-11-16,active
E00173,魏巧梅,女,1996,2021-12-04,,,,D01,L2,0,2022-03-04,active
E00174,周强雪,未披露,1983,2022-01-10,,,,D01,L6,1,2022-07-09,active
E00175,姜娜*,男,1999,2024-06-02,2025-11-22,vol,R01,D04,L3,1,2024-08-31,left
E00176,华美*,女,1985,2021-09-13,,,,D01,L2,0,2021-12-12,active
E00177,杨翠*,男,2000,2024-03-02,,,,D09,L1,0,2024-05-31,active
E00178,李芳勇,女,1978,2017-01-17,2025-09-24,vol,R04,D03,L1,0,2017-04-17,left
E00179,陶娥*,女,1976,2019-04-07,,,,D01,L5,0,2019-10-04,active
E00180,陈真燕,男,1993,2021-06-02,,,,D01,L5,1,2021-08-31,active
E00181,吴佳洁,女,1993,2018-10-06,,,,D01,L4,0,2019-01-04,active
E00182,秦香*,女,1994,2023-03-08,,,,D02,L2,0,2023-06-06,active
E00183,陈云华,女,1984,2022-06-27,,,,D07,L4,1,2022-09-25,active
E00184,吴娜*,女,1989,2024-08-27,,,,D04,L2,0,2024-11-25,active
E00185,孔勇玉,男,1987,2024-08-31,2025-10-18,vol,R01,D04,L2,0,2024-11-29,left
E00186,秦荣*,男,1987,2022-12-04,,,,D08,L1,0,2023-03-04,active
E00187,孔兰*,男,1991,2017-07-28,,,,D06,L1,0,2017-10-26,active
E00188,何美春,男,1994,2020-07-26,2025-06-03,vol,R03,D02,L2,0,2020-10-24,left
E00189,蒋娜敏,女,1994,2022-01-01,,,,D12,L4,0,2022-06-30,active
E00190,姜秀芝,女,1987,2022-06-17,,,,D01,L1,0,2022-12-14,active
E00191,严静琳,男,1985,2022-07-29,,,,D06,L2,0,2023-01-25,active
E00192,孙环兰,男,1991,2021-02-22,,,,D12,L1,0,2021-05-23,active
E00193,魏佳*,男,1994,2024-12-20,,,,D12,L4,0,2025-03-20,active
E00194,魏惠*,男,1994,2017-11-17,2025-08-29,invol,R08,D02,L6,1,2018-02-15,left
E00195,褚玉*,男,1992,2019-11-25,2025-11-30,vol,R01,D04,L1,0,2020-02-23,left
E00196,华真*,男,1981,2022-07-17,,,,D05,L2,0,2022-10-15,active
E00197,邹娜*,男,1989,2021-02-17,,,,D01,L4,1,2021-05-18,active
E00198,王洁*,女,1985,2020-05-23,,,,D03,L4,0,2020-08-21,active
E00199,张英*,女,1997,2020-05-19,,,,D03,L2,0,2020-08-17,active
E00200,卫巧*,男,1996,2022-11-25,,,,D01,L3,0,2023-05-24,active
E00201,姜雪荣,女,1985,2022-05-19,2025-09-10,vol,R03,D06,L1,0,2022-08-17,left
E00202,邹芬*,男,1996,2024-04-20,,,,D03,L4,0,2024-07-19,active
E00203,金珠娟,女,1991,2021-07-15,,,,D07,L7,0,2022-01-11,active
E00204,王芝*,男,1980,2018-05-16,,,,D07,L2,0,2018-08-14,active
E00205,施玲巧,女,1986,2018-06-20,,,,D02,L1,0,2018-09-18,active
E00206,冯雪玲,女,1990,2023-07-29,,,,D11,L3,0,2024-01-25,active
E00207,秦荣*,男,1989,2018-06-13,,,,D01,L5,0,2018-09-11,active
E00208,赵艳月,女,1987,2022-09-29,2025-09-19,invol,R07,D05,L5,0,2022-12-28,left
E00209,冯瑞强,男,1992,2019-03-02,,,,D06,L1,0,2019-05-31,active
E00210,华淑超,男,1986,2018-10-10,,,,D11,L5,1,2019-01-08,active
E00211,许雅*,男,1989,2018-05-11,,,,D01,L3,0,2018-08-09,active
E00212,吕明爱,男,1992,2024-01-30,,,,D06,L1,0,2024-04-29,active
E00213,冯英*,女,1988,2023-12-26,,,,D04,L5,0,2024-06-23,active
E00214,沈艳秀,女,1989,2023-02-21,2025-06-13,invol,R09,D07,L1,0,2023-05-22,left
E00215,尤敏燕,男,1988,2022-11-16,,,,D01,L1,0,2023-02-14,active
E00216,姜莲*,男,1990,2024-03-13,2025-01-06,invol,R06,D03,L1,0,2024-09-09,left
E00217,卫媛洋,女,1988,2021-09-24,,,,D01,L5,1,2021-12-23,active
E00218,戚荣*,女,1994,2023-10-10,,,,D03,L6,0,2024-01-08,active
E00219,周彩芝,男,1998,2024-06-03,,,,D01,L4,1,2024-09-01,active
E00220,卫明*,女,1992,2022-06-24,,,,D01,L1,1,2022-09-22,active
E00221,秦明敏,女,1989,2021-12-22,2025-06-25,vol,R05,D08,L1,0,2022-06-20,left
E00222,张磊*,女,1999,2021-09-30,,,,D04,L3,0,2021-12-29,active
E00223,赵玉*,女,1994,2023-10-25,,,,D02,L4,0,2024-04-22,active
E00224,何玉*,女,1989,2017-06-12,2025-01-20,vol,R05,D06,L5,1,2017-09-10,left
E00225,曹军芬,男,1994,2024-10-01,,,,D08,L1,0,2024-12-30,active
E00226,杨莺*,男,1995,2024-09-15,,,,D12,L1,0,2024-12-14,active
E00227,赵兰*,女,1988,2019-05-10,,,,D05,L2,0,2019-08-08,active
E00228,陈玲*,男,1988,2019-11-17,,,,D11,L7,0,2020-05-15,active
E00229,李妹超,男,1990,2020-02-11,2025-12-20,vol,R01,D01,L3,0,2020-05-11,left
E00230,周淑*,女,2000,2023-05-21,,,,D08,L4,1,2023-08-19,active
E00231,朱明*,男,2000,2024-08-15,,,,D08,L6,1,2024-11-13,active
E00232,杨梅*,男,1985,2020-01-21,,,,D01,L5,1,2020-04-20,active
E00233,冯明*,男,1993,2018-12-07,,,,D09,L4,0,2019-03-07,active
E00234,周娜淑,女,1984,2018-11-18,,,,D11,L6,0,2019-02-16,active
E00235,姜敏*,男,1986,2018-01-09,,,,D03,L6,0,2018-04-09,active
E00236,尤凡*,女,1993,2023-08-27,,,,D04,L1,1,2023-11-25,active
E00237,钱云梅,男,1999,2023-08-26,,,,D03,L1,0,2023-11-24,active
E00238,韩敏玲,男,2001,2023-02-28,,,,D01,L2,0,2023-05-29,active
E00239,李翠莲,未披露,1988,2021-09-03,,,,D02,L3,0,2022-03-02,active
E00240,钱梅英,男,1988,2018-09-03,,,,D04,L2,0,2018-12-02,active
E00241,陶伟*,女,1986,2017-02-06,,,,D05,L1,0,2017-05-07,active
E00242,陈涛琳,女,1991,2023-03-22,2025-01-28,vol,R01,D12,L5,0,2023-06-20,left
E00243,姜春*,男,1999,2022-10-24,,,,D12,L4,0,2023-01-22,active
E00244,尤超*,女,1974,2019-04-08,,,,D01,L4,0,2019-07-07,active
E00245,姜英*,男,1996,2018-07-31,2025-07-21,vol,R02,D01,L6,1,2018-10-29,left
E00246,吕香*,女,2001,2023-05-01,,,,D01,L1,0,2023-07-30,active
E00247,孔洁*,女,1986,2023-02-26,,,,D01,L2,0,2023-05-27,active
E00248,孙芳*,女,1986,2018-06-08,,,,D01,L1,0,2018-12-05,active
E00249,陶敏*,男,1980,2023-03-12,,,,D05,L6,0,2023-09-08,active
E00250,邹红燕,男,1987,2024-11-04,,,,D01,L1,1,2025-02-02,active
E00251,蒋杰*,男,1995,2021-04-22,,,,D01,L2,0,2021-07-21,active
E00252,吴莲*,男,1989,2024-10-03,,,,D11,L2,0,2025-01-01,active
E00253,郑勇雪,男,1992,2022-05-27,,,,D12,L3,0,2022-08-25,active
E00254,陶芝*,女,1979,2021-06-23,2025-03-23,vol,R02,D01,L2,0,2021-12-20,left
E00255,金美巧,女,1996,2019-12-20,,,,D12,L7,0,2020-06-17,active
E00256,何军*,男,1992,2022-07-27,,,,D04,L5,0,2022-10-25,active
E00257,郑娟杰,女,1996,2021-10-22,,,,D08,L2,0,2022-01-20,active
E00258,卫玲*,男,1993,2018-04-13,,,,D05,L3,0,2018-07-12,active
E00259,钱凤燕,女,1994,2022-09-28,,,,D02,L4,0,2023-03-27,active
E00260,秦荣艳,男,1986,2020-04-12,,,,D01,L6,1,2020-10-09,active
E00261,戚环*,女,1980,2018-11-13,2025-02-10,vol,R01,D10,L3,0,2019-02-11,left
E00262,李琳玲,女,2002,2024-12-06,,,,D02,L1,0,2025-03-06,active
E00263,喻洁*,女,1991,2022-10-21,,,,D09,L3,0,2023-01-19,active
E00264,沈翠惠,男,1981,2018-10-31,,,,D01,L2,0,2019-01-29,active
E00265,许玲*,男,1991,2024-12-20,2025-05-05,invol,R06,D02,L4,1,2025-03-20,left
E00266,赵嘉素,男,1990,2023-10-22,,,,D04,L3,0,2024-01-20,active
E00267,许静*,男,1995,2023-08-20,,,,D07,L2,0,2023-11-18,active
E00268,姜芳*,男,1984,2019-01-18,2025-04-08,vol,R04,D03,L2,0,2019-04-18,left
E00269,施佳*,女,1999,2024-11-17,,,,D01,L4,0,2025-02-15,active
E00270,卫兰翠,男,1985,2023-07-11,,,,D02,L1,0,2024-01-07,active
E00271,周媛佳,男,1998,2023-06-12,,,,D01,L1,0,2023-09-10,active
E00272,严月*,男,1994,2021-09-06,,,,D12,L5,1,2021-12-05,active
E00273,褚慧*,女,1990,2024-09-27,,,,D07,L1,0,2025-03-26,active
E00274,邹淑芳,男,1982,2020-11-27,,,,D11,L2,0,2021-02-25,active
E00275,孔佳巧,女,1994,2021-09-16,,,,D01,L4,1,2021-12-15,active
E00276,冯凤瑞,女,1990,2017-07-17,,,,D02,L3,0,2018-01-13,active
E00277,王琳静,男,1984,2017-07-21,,,,D02,L1,0,2017-10-19,active
E00278,钱强荣,男,1971,2019-05-25,2025-02-15,invol,R07,D03,L7,1,2019-08-23,left
E00279,冯荣娟,男,1993,2023-10-30,,,,D03,L2,0,2024-01-28,active
E00280,蒋梅芳,男,1993,2023-08-19,,,,D01,L4,0,2024-02-15,active
E00281,陈艳洋,男,1978,2017-12-14,2025-01-24,vol,R03,D06,L5,1,2018-03-14,left
E00282,卫丽琳,男,1992,2023-10-19,,,,D08,L6,1,2024-01-17,active
E00283,金娥艳,女,1988,2019-10-07,,,,D02,L2,0,2020-01-05,active
E00284,严巧*,女,1994,2024-08-03,,,,D06,L1,1,2025-01-30,active
E00285,施敏超,男,1981,2017-08-19,2025-03-09,vol,R03,D03,L3,0,2017-11-17,left
E00286,谢翠凤,男,1991,2018-03-14,,,,D03,L1,0,2018-06-12,active
E00287,喻强*,女,1989,2020-11-21,,,,D11,L3,0,2021-05-20,active
E00288,秦强*,女,1986,2022-03-11,,,,D04,L1,0,2022-06-09,active
E00289,姜娜*,男,1985,2018-12-22,,,,D03,L5,1,2019-03-22,active
E00290,魏凤*,女,2000,2024-09-03,,,,D01,L3,0,2024-12-02,active
E00291,韩伟*,女,1999,2022-04-22,,,,D09,L2,0,2022-07-21,active
E00292,严娟*,男,1998,2023-07-14,,,,D01,L1,0,2023-10-12,active
E00293,王香*,男,1986,2018-08-06,2025-10-22,vol,R02,D05,L1,0,2019-02-02,left
E00294,陶嘉美,女,1995,2017-05-30,,,,D06,L1,0,2017-11-26,active
E00295,杨玲*,男,1996,2018-12-28,,,,D02,L3,0,2019-06-26,active
E00296,喻春珠,男,1996,2019-02-04,,,,D01,L4,0,2019-05-05,active
E00297,王梅荣,女,2001,2023-03-11,,,,D06,L3,0,2023-06-09,active
E00298,李淑*,女,1999,2021-08-25,2025-04-28,vol,R04,D08,L3,0,2021-11-23,left
E00299,郑翠莲,女,1991,2020-04-20,,,,D01,L4,0,2020-10-17,active
E00300,何强*,女,1997,2023-08-09,,,,D01,L2,0,2024-02-05,active
E00301,蒋静*,女,1981,2019-04-24,,,,D01,L3,0,2019-07-23,active
E00302,朱超*,女,1998,2024-03-23,,,,D10,L1,1,2024-06-21,active
E00303,许瑞梅,男,1984,2022-03-31,,,,D01,L4,0,2022-09-27,active
E00304,吴洁*,男,1990,2017-06-11,2025-07-02,invol,R06,D01,L3,0,2017-09-09,left
E00305,王洁*,女,1998,2023-01-26,,,,D11,L3,0,2023-04-26,active
E00306,孔萍*,女,1994,2020-11-23,,,,D02,L2,0,2021-05-22,active
E00307,吴杰*,男,1994,2018-11-24,,,,D12,L2,0,2019-02-22,active
E00308,郑惠*,男,1994,2024-12-28,,,,D06,L3,0,2025-03-28,active
E00309,周强*,女,1980,2019-05-09,,,,D01,L1,1,2019-08-07,active
E00310,孔明*,男,1984,2018-11-29,,,,D05,L2,0,2019-02-27,active
E00311,吴芬霞,男,1985,2019-07-21,2025-09-29,vol,R01,D01,L3,0,2019-10-19,left
E00312,邹芳英,女,1998,2024-12-05,2025-02-22,invol,R06,D02,L1,0,2025-06-03,left
E00313,曹勇*,男,1979,2017-05-04,,,,D07,L3,0,2017-08-02,active
E00314,朱静*,女,1995,2023-03-05,,,,D06,L5,1,2023-06-03,active
